tweetid,screen_name,date,lang,text,friends_count,followers_count
1273503761244344320,tmprowell,Thu Jun 18 06:32:11 +0000 2020,en,Retro single ctr obs study (N=104) in pts w/ conf #SARSCoV2 adm from Diamond Princess cruiseship  Features *on admission* assoc w/ subsequent severe #COVID19:  📌⬆️ age 📌Consolidation on chest CT 📌Abs lymph count &lt;1200  Work of Dr. Sakiko Tabata et al. https://t.co/nXOit2SL8d,USA,7589,60700
1282974589165789184,devisridhar,Tue Jul 14 09:45:53 +0000 2020,en,People keep asking me what they should &amp; shouldn’t do. I find the attached incredibly useful &amp; aligned with my own thinking (except for travelling on a plane which I think is high risk). But has to be used alongside local COVID prevalence &amp; your own individual risk. https://t.co/agbKfEb9fJ,Miami,519,318826
1292197002470502400,KrutikaKuppalli,Sat Aug 08 20:32:27 +0000 2020,en,I am watching the @realDonaldTrump press conference and I immediately regret that I decided to turn it on  Why is he talking about his stupid wall when we have over 150K people dead from #COVID19 in this country. Its unbelievable to me what his priorities are,Global Citizen ,745,33492
1305149381981552640,Bob_Wachter,Sun Sep 13 14:20:35 +0000 2020,en,Excellent @mercnews piece by @lisamkrieger on where we are 6 months into Covid; and how we've collectively (and predictably; to some extent) let down our guard https://t.co/fvozfgQubm I'm quoted; along w/ @UCSF's @rutherford_ucsf &amp; @KBibbinsDomingo. I'll tweet on this tomorrow.,San Francisco,305,274323
1354330221445574656,jeremyfaust,Wed Jan 27 07:27:41 +0000 2021,en,In the AM @Brief_19; we’ve got frontline physician expertise from @LWestafer.   We cover blood thinners for Covid-19.   Plus in the policy section; how is adherence going to mask wearing and distracting?  Subscribe free and get it first! 👇👇👇 https://t.co/4wRvUc85gS,MA,2894,102053
1365368426814984192,HelenBranswell,Fri Feb 26 18:29:34 +0000 2021,en,Recent uptick of #Covid cases in the U.S.; after sharp decline; has @CDCgov worried. @levfacher reports. https://t.co/dPFj9kJ3OW,MA,2079,225275
1291725775503339520,DrLeanaWen,Fri Aug 07 13:19:58 +0000 2020,en,From @CNN this morning on the new @IHME_UW projections.  We can save nearly 70;000 lives from #covid19 if everyone wears masks. In the U.S. Just in this year.  It is up to each of us to do our part. https://t.co/wZY8sJa966,MD,5002,177524
1372539184020357120,JoeBrunoWSOC9,Thu Mar 18 13:23:36 +0000 2021,en,GASTONIA:   COVID-19 vaccine appointments are available next Wednesday; March 24. Moderna shot.  Senior TLC 1875 Remount Road; Gastonia; North Carolina  Register here: https://t.co/JYBsKXwocM,NC,4017,48909
1235922118694572032,HelenBranswell,Fri Mar 06 13:36:10 +0000 2020,en,I covered SARS in 2003 &amp; marveled at the speed at which the science of a brand new pathogen evolved. #Covid19 is like that; on steroids. So much has been learned in such a short time. So much more needs to be fleshed out. I talked to @mvankerkhove. https://t.co/UEC6xuiFEs,MA,2079,225275
1298223479045718016,CarlosdelRio7,Tue Aug 25 11:39:31 +0000 2020,en,Dr. Anthony Fauci Shares ID Insights on COVID-19 (August 25; 2020). The latest ⁦@IDSAInfo⁩ Coronavirus Podcast in which I had the opportunity to ask Dr. Fauci questions submitted my IDSA members is now available.   https://t.co/gfMgcjKpi7,GA,1569,56698
1343950272679337984,NACCHOalerts,Tue Dec 29 16:01:29 +0000 2020,en,Eighteen Leading Health Organizations and Dr. Anthony Fauci Partner with the Ad Council and the COVID Collaborative to Help Healthcare Providers Better Understand and Answer Common Questions about COVID-19 Vaccination https://t.co/0CUcMw78B4,DC,3522,28576
1344387310490681344,MoNscience,Wed Dec 30 20:58:06 +0000 2020,en,“Dawn Wells; who played the wholesome Mary Ann among a misfit band of shipwrecked castaways on the 1960s sitcom “Gilligan’s Island;” died Wednesday of causes related to COVID-19” 🥺😭 https://t.co/s1G26M87RO,,4467,13549
1365041619657981952,mlipsitch,Thu Feb 25 20:50:58 +0000 2021,en,Our paper on identifying and mitigating biases in epidemiologic studies of #COVID-19 is now out and is #OA . https://t.co/1OwWvGSsun.  Skillfully led by  @AccorsiEmma  this project involved much of our group and many discussions arising from  papers we were reading.,MA,1700,230445
1366765719040442368,NACCHOalerts,Tue Mar 02 15:01:55 +0000 2021,en,Local &amp; state health departments; community-based orgs; &amp; healthcare providers have all had to reduce #hepatitis services during #COVID19. Learn more here: https://t.co/gn0E76mg07. @NASTAD @NVHR1 @HepBUnited @HepBFoundation @HepEduProject @HepVu https://t.co/YREPpuOUsN,DC,3522,28576
1275908690361454592,KrutikaKuppalli,Wed Jun 24 21:48:31 +0000 2020,en,#UnitedStates #COVID19 cases soar to over 36;000 today which is the largest single day total.   What is it going to take for our elected officials to do something?,Global Citizen ,745,33492
1281122277627584512,rwang0,Thu Jul 09 07:05:27 +0000 2020,en,MyPOV: another #covid19 retail casualty. ⁦@BrooksBrothers⁩ filed for bankruptcy protection. The 202-year-old seller of business suits survived the shift to casual dressing; but it was no match for the #coronavirus pandemic. https://t.co/4rkk7mL2Zu,Silicon Valley | SF | FL 410+,103619,141983
1297532837374066688,CDCDirector,Sun Aug 23 13:55:10 +0000 2020,en,Some people are more likely than others to become severely ill from #COVID19; which means that they may require hospitalization; intensive care; or a ventilator to help them breathe. Some severely ill people may die. Learn more. https://t.co/fCgy3Qx79x https://t.co/rsZZPaMuww,GA,487,373675
1304468587004997632,ScottGottliebMD,Fri Sep 11 17:15:21 +0000 2020,en,Bernstein Research makes the case for how lateral flow tests could help substantially reduce Covid spread by getting people diagnosed more easily. Supply of tests should ramp in coming months. Abbott will use about 150 miles of nitrocellulose paper every month to build its tests. https://t.co/ULXmy30IRi,DC,1457,588756
1349178185611579392,EricTopol,Wed Jan 13 02:15:20 +0000 2021,en,The overwhelming; multi-dimensional evidence for masks vs #SARSCoV2; a call for a mask mandate; best practices including when double masking would help😷😷 https://t.co/pJ4zQC0iZZ @MedCellPress by @MonicaGandhi9 @linseymarr  https://t.co/iNGhfKabt9 by @KatherineJWu https://t.co/SyEswqw6AQ,CA,556,686677
1407756607845502976,ghn_news,Wed Jun 23 17:45:04 +0000 2021,en,North Korea has told the @WHO that since June 10; it has tested more than 30;000 people for #COVID19. https://t.co/aP7KQBEDQ2,MD USA,2268,16655
1262859388383084544,meganranney,Tue May 19 21:35:15 +0000 2020,en,Once again; 1-2 infections lead to a large number of new infections &amp; deaths.   #covid19 is real and - unless we test; trace; &amp; isolate - will continue to spread.   https://t.co/Ca89fLakh0 https://t.co/zwHKEsW1RE,Providence RI,3364,114185
1271233279195181056,chrissyfarr,Fri Jun 12 00:10:06 +0000 2020,en,States don’t appear to be flocking to Apple and Google’s contact tracing APiI. It’s a different story in Europe. https://t.co/AtfYdRaoKQ,CA,2633,87974
1297102164876238848,ProfEmilyOster,Sat Aug 22 09:23:49 +0000 2020,en,RI Child Care Data report: https://t.co/F65rXPAU4j  Topline:  --666 programs open from June 1 on; capacity for 18;000 kids --52 confirmed or probable cases (30 kids; 22 adults). Most were not in-child care transmission --4 programs with suspected secondary transmission.  (1/2),RI,280,109532
1306978160991371264,rwang0,Fri Sep 18 15:27:30 +0000 2020,en,MyPOV: doing show and tell on summer #Covid19 projects.  fun stuff. #friday!,Silicon Valley | SF | FL 410+,103619,141983
1323000944074711040,rwang0,Sun Nov 01 20:36:19 +0000 2020,en,MyPOV: the country of Taiwan is a beneficiary of #postpandemic policies and #USvsChina trade war.  Taiwan’s economy grew with unexpected speed through the summer and early fall; riding high on strong exports and a rebound in consumption  https://t.co/proGjO9xEf via @WSJ,Silicon Valley | SF | FL 410+,103619,141983
1347602541190770688,CarlosdelRio7,Fri Jan 08 17:54:17 +0000 2021,en,Covid-19: Pfizer vaccine efficacy was 52% after first dose and 95% after second dose; paper shows https://t.co/wJwzQGsjiY Please be sure to read this if you think one dose of @Pfizer vaccine is sufficient.  If you got your first dose; get your second one!,GA,1569,56698
1270881628366110720,rwang0,Thu Jun 11 00:52:46 +0000 2020,en,MyPOV: Check out the new research by @holgermu!   Inside the Future of Work Changes in a Post-Pandemic Business World   @constellationr #FutureofWork #NextGenApps https://t.co/hvX4RxGyvR,Silicon Valley | SF | FL 410+,103619,141983
1329460319446577152,CarlosdelRio7,Thu Nov 19 16:23:34 +0000 2020,en,Grim Milestone: U.S. Reaches 250;000 Deaths From COVID-19 https://t.co/aVw3sSILmz Spoke to @robsteinnews about this very grim milestone.  Over a quarter of a million Americans have died from #COVID19 Its a terrible tragedy and &gt; 1;000 are dying each day.  Please #WearAMask,GA,1569,56698
1348648471113334784,rwang0,Mon Jan 11 15:10:26 +0000 2021,en,MyPOV: the new NanoE hydroxyl radicals can inhibit #covid19 #chinavirus @pansonicusa @ces  #CES2021 https://t.co/tPm9CwlWzv,Silicon Valley | SF | FL 410+,103619,141983
1221496301117853696,PeterHotez,Sun Jan 26 18:13:07 +0000 2020,en,Honored to spend the morning ⁦@FoxNews⁩ today interviewing with both ⁦@CColemanFoxNews⁩ ⁦@EricShawnTV⁩ discussing the latest on the #nCoV #ncov2020 epidemic + our efforts to develop a vaccine ⁦@TexasChildrens⁩ ⁦@TCHGlobalHealth⁩ ⁦@BCM_TropMed⁩ https://t.co/HtU6qvyHWa,Houston TX,7216,334781
1305875779704758272,CDCDirector,Tue Sep 15 14:27:02 +0000 2020,en,September is National Suicide Prevention Awareness Month. Learn ways to support one another during the #COVID19 pandemic and how to seek help from trained professionals: https://t.co/3aYjMaBZ1i #BeThe1To https://t.co/ygkIJYQ7aN,GA,487,373675
1322488449736335360,PeterHotez,Sat Oct 31 10:39:51 +0000 2020,en,Many thanks @RepEscobar for your work to protect #ElPasoTX and the Hispanic communities across America.   I also deeply appreciate your support and reminder regarding my testimony earlier this year @HispanicCaucus   https://t.co/vfh38VNpIO,Houston TX,7216,334781
1339694060664176640,DrLeanaWen,Thu Dec 17 22:08:49 +0000 2020,en,Allergic reactions to vaccines are rare. I am reassured that there is immediate public reporting &amp; investigation. We can treat allergic reactions—that’s much easier to treat than severe #covid19. We do need studies to see which vaccine component people are reacting to. https://t.co/UjRdNo3MEt,MD,5002,177524
1344603387720048640,devisridhar,Thu Dec 31 11:16:43 +0000 2020,en,Europe had a chance to crush COVID last Summer &amp; avoid its current position. Instead we are paying for summer holidays with winter lockdowns. Perhaps we will get another chance to crush COVID next summer. Living with COVID means living with restrictions.  https://t.co/wW1Ibkk2Wb,Miami,519,318826
1339059987692326912,PeterHotez,Wed Dec 16 04:09:14 +0000 2020,en,1/4: An honor to be vaccinated against #COVID19 tonight ⁦@TexasChildrens⁩ ⁦@bcmhouston⁩; dose 1/2 of the Pfizer BioNTech #vaccine https://t.co/QfsvnZwRlH,Houston TX,7216,334781
1340473231300567040,Craig_A_Spencer,Sun Dec 20 01:44:57 +0000 2020,en,I joined @FoxNews today to talk about COVID19 vaccines including why I was so ecstatic to be vaccinated.  We discussed the few allergic reactions that’ve been reported. It’s important to remember it’s MUCH easier to treat those than a severe covid patient! https://t.co/zqSQc1kLfq,🗽 New York City 🔜 PVD,730,253343
1376861547146973184,KrutikaKuppalli,Tue Mar 30 11:39:08 +0000 2021,en,I am concerned about articles and statements I have been reading declaring we are at the end of the pandemic.   While there is a light at the end of the tunnel; cases are increasing and  letting up too soon will lead to another surge. Let’s hold on and get to the finish line,Global Citizen ,745,33492
1232041693379223552,HelenBranswell,Mon Feb 24 20:36:44 +0000 2020,en,Getting hard to keep up: Kuwait; Bahrain; Oman &amp; Iraq have reported #Covid19 cases. https://t.co/8dX5d9ospk,MA,2079,225275
1283813354776285184,PeterHotez,Thu Jul 16 17:18:50 +0000 2020,en,Many thanks ⁦@TanyaRivero⁩ for hosting me today ⁦@CBSNews⁩ discussing the awful impact of COVID19 on low income neighborhoods in Southern US metro areas; esp among Hispanic LatinX communities. It’s a reason I’m speaking out - trying to slow or prevent the devastation https://t.co/1QgYpCfQ5R,Houston TX,7216,334781
1319590114255843328,CarlosdelRio7,Fri Oct 23 10:42:54 +0000 2020,en,.@US_FDA advisory committee debates safety and efficacy standards for a coronavirus vaccine https://t.co/DXxVVXEXlo Excellent comment by @JamesEKHildreth about need to ensure enrollment of minorities to avoid perpetuating the perception that this population does not matter much.,GA,1569,56698
1325876806008844288,chrissyfarr,Mon Nov 09 19:03:58 +0000 2020,en,Right as we hear this positive vaccine news; my husband finally decided to shave his coronavirus mustache. Dawn of a new era.,CA,2633,87974
1355907446942953472,KrutikaKuppalli,Sun Jan 31 15:55:01 +0000 2021,en,With the #B117 variant in numerous states; the #P1 variant in #Minnesota and the #B1351 variant in #SouthCarolina we need to assume these #COVID19 variants are widespread &amp; double down on public health measures to prevent their spread &amp; roll out the vaccine as quickly as possible,Global Citizen ,745,33492
1356349347022200832,CarlosdelRio7,Mon Feb 01 21:10:58 +0000 2021,en,Many who have received the coronavirus vaccine wonder: What can I safely do?  https://t.co/NGZA8Kjnx0 I agree with @Bob_Wachter I think we need to see community transmission decrease and percent vaccinated increased before resuming a "more normal life".  Until then ; #WearAMask,GA,1569,56698
1373089130389852160,DrLeanaWen,Sat Mar 20 01:48:54 +0000 2021,en,Speaking soon with @ChrisCuomo @CuomoPrimeTime to discuss the CDC change in distancing guidelines. It’s important that we change the conversation from “what’s safe” to “reducing risk” when resuming essential activities; which includes in-person schooling. https://t.co/pIS2LGWBW9,MD,5002,177524
1225129857157337088,PeterHotez,Wed Feb 05 18:51:34 +0000 2020,en,My take is that there is potential good news: some coronaviruses are seasonal and peak in winter; down in warmer months; especially in northern hemisphere; so maybe by the time of the Olympics we’ll be looking at a different situation? https://t.co/XbqT5AsSqc,Houston TX,7216,334781
1290776534551273472,CDCDirector,Tue Aug 04 22:28:01 +0000 2020,en,The latest #COVIDView report from @CDCgov shows the percentage of people testing positive for #COVID19 remains stable nationally but increased in 6 of 10 regions. Help slow the spread; practice social distancing; and wear a mask in public: https://t.co/KDrqAWIgES https://t.co/qQooxcMvQh,GA,487,373675
1319627487819800576,HelenBranswell,Fri Oct 23 13:11:25 +0000 2020,en,Is @US_FDA getting cold feet about emergency use authorizations as a tool to rapidly deploy #Covid19 vaccines? It seemed pretty clear from yesterday's VRBPAC meeting the agency may be thinking about other routes to use. https://t.co/UpKvblvTe9,MA,2079,225275
1324212166598168576,EricTopol,Thu Nov 05 04:49:17 +0000 2020,en,The heart and #COVID19 in 54 consecutive college athletes @WVUHealth w/ echo; MRI https://t.co/76DvMNaeBL @JACCJournals today https://t.co/hMyY8cQNln @ppsengupta1 @BritoCardio  &gt;1/3 had resolving pericarditis with mild-moderate covid or no symptoms; no myocarditis; no controls https://t.co/GTj3JZxL26,CA,556,686677
1353700476995461120,MoNscience,Mon Jan 25 13:45:18 +0000 2021,en,The Moderna vaccine yields fewer antibodies against the variant discovered in South Africa; and so the company plans to test an alternate version.   ✍️: @nytDeniseGrady https://t.co/h2xb4nnSPm,,4467,13549
1358818608277835776,HelenBranswell,Mon Feb 08 16:42:56 +0000 2021,en,.@WHO director general @DrTedros warns there may be more #Ebola cases in North Kivu linked to a woman who died in Butembo last week. The woman was the wife of a survivor of the North Kivu outbreak; she had contact with many people while ill. Vaccine is being spent to the area.,MA,2079,225275
1293254597247721472,mlipsitch,Tue Aug 11 18:34:58 +0000 2020,en,ht @KeyaJoshi3: "I just got kicked out of a flat-earth Facebook group because I asked if the 6' social distancing rule had pushed anyone over the edge yet",MA,1700,230445
1400493826133929984,NACCHOalerts,Thu Jun 03 16:45:22 +0000 2021,en,A scientist adventurer and China’s ‘Bat Woman’ are under scrutiny as coronavirus lab-leak theory gets another look https://t.co/38pQe7OYIe,DC,3522,28576
1221770108986626048,ScottGottliebMD,Mon Jan 27 12:21:08 +0000 2020,en,Health authorities should convene major manufacturers capable of developing rapid; point-of-care diagnostics for the novel #coronavirus to accelerate development of the critical tools. Key to controlling epidemic spread in U.S. will be our ability to implement widespread testing. https://t.co/ktCmer5i8f,DC,1457,588756
1391178058644733952,brianstelter,Sat May 08 23:47:50 +0000 2021,en,"The seven-day average of Covid-19 vaccines administered in the United States has dipped below 2 million per day for the first time since early March -- a sign of the continued decline in demand for coronavirus immunizations." https://t.co/LJJGqpuL2E,New York City,7494,787192
1249493115712311296,rwang0,Mon Apr 13 00:22:27 +0000 2020,en,MyPOV: #CCPChina clamping down on #coronavirus research; deleted pages suggest | World news | ⁦@guardian⁩ #covid19  https://t.co/2z1Dew3n2I,Silicon Valley | SF | FL 410+,103619,141983
1271210085679869952,ScottGottliebMD,Thu Jun 11 22:37:57 +0000 2020,en,Nationally the total covid positivity rate and new cases is flat; even as certain states experience outbreaks. Testing continues to expand. https://t.co/Ofl9FVfFIn,DC,1457,588757
1326380122245636096,tmprowell,Wed Nov 11 04:23:58 +0000 2020,en,El Paso has more people hospitalized with #COVID19 than most states. They are increasing the # of mobile morgues to 10 &amp; sending pts to field hospitals &amp; to other cities.  #MaskUp; #WashYourHands; &amp; get serious re #PhysicalDistancing. Rough months ahead. https://t.co/Uq9ui9s2A4,USA,7589,60700
1362100829029687296,GovLarryHogan,Wed Feb 17 18:05:18 +0000 2021,en,Maryland providers have now administered 936;557 COVID-19 vaccines; and 82.6% of all first doses received from the federal government have been given. The state is averaging 26;360 shots per day.   Several important vaccine updates are threaded here. https://t.co/0zMfMjuYA7,MD,704,255955
1380693719280717824,jeremyfaust,Sat Apr 10 01:26:49 +0000 2021,en,Medicare and Medicaid to hospitals: time to pay up! https://t.co/tSU0yWyPb6,MA,2894,102053
1396428214248038400,ghn_news,Sun May 23 11:30:05 +0000 2021,en,Earlier this week; Malawi destroyed 19;610 doses of @AstraZeneca #COVID19 vaccines that expired 18 days after arriving; despite assurances from the @_AfricanUnion and @WHO that the vaccines were safe until mid-July.   https://t.co/YpsU1cBny6,MD USA,2268,16655
1287404451674849280,CarlosdelRio7,Sun Jul 26 15:08:34 +0000 2020,en,“Wearing a piece of cloth; it’s a little uncomfortable;” she said. “It’s a lot less uncomfortable than ventilators; dialysis lines; all of those things that have had to happen to my father. And it’s not necessarily you that’s going to get sick &amp; get hurt.” https://t.co/fPZPucXkC1,GA,1569,56698
1289271944685056000,jeremyfaust,Fri Jul 31 18:49:19 +0000 2020,en,Update: the Trump Administration took something that was actually working at CDC and broke it.   Staggering incompetence or malice.   Which one is it?  How Many People in the U.S. Are Hospitalized With COVID-19? Who Knows? https://t.co/Sh4x1bY0WO,MA,2894,102053
1296158193194680320,EricTopol,Wed Aug 19 18:52:49 +0000 2020,en,"15 of 18 tested patients had microbubbles detected in the brain"  How Doppler studies in #COVID19 patients are providing evidence of shunting. Listen to the examples  https://t.co/N3s3PZ6fDX by @LNeergaard @APHealthScience  by @AlexReynoldsMD @MountSinaiNCC via @Vaahaagn https://t.co/k9dp1u8GQO,CA,556,686677
1314542552951988224,CarlosdelRio7,Fri Oct 09 12:25:42 +0000 2020,en,https://t.co/iS3RrYFoMn Hear @vcantosl &amp; @colleenfkelley talk to @sclaudwhitehead about why is important to recruit minorities into #COVID19 vaccine clinical trials.,GA,1569,56698
1319489927978078208,Craig_A_Spencer,Fri Oct 23 04:04:48 +0000 2020,en,“We’re rounding the corner” on COVID19 - @realDonaldTrump  Yes. Yes we are. https://t.co/kSD2oqEMRt,🗽 New York City 🔜 PVD,730,253343
1348625636475109376,PeterHotez,Mon Jan 11 13:39:42 +0000 2021,en,NEW: In @EClinicalMed @TheLancet I report on my thoughts receiving the first dose of the Pfizer-BioNTech #COVID19 vaccine. The title "Vaccinating Cassandra" is in tribute to my regular and interesting discussions with @JohnBerman @AlisynCamerota @NewDay  https://t.co/e8DJzia7R4,Houston TX,7216,334781
1284031108905148416,dremilyportermd,Fri Jul 17 07:44:07 +0000 2020,en,2911. That’s the number of Americans who we can expect to die of the 75K people diagnosed with COVID in a single day; based on the overall case fatality rate. Very similar to 9/11. If TSA won’t let me thru with an unopened Diet Coke; they shouldn’t let you thru w/o a mask.,Texas,383,90542
1289880321240907776,brianstelter,Sun Aug 02 11:06:48 +0000 2020,en,"When a 23-year-old coworker dies of COVID-19. When you can't hold a dying patient's hand because there's no time. When you see the terror in the eyes of a person on a ventilator. When so many are dying you can't keep track. It changes you forever." https://t.co/TLmibYQ4gl,New York City,7494,787192
1310667448278945792,EricTopol,Mon Sep 28 19:47:25 +0000 2020,en,A potential explanation for the hyperinflammatory (like toxic shock) syndrome in severe #COVID19 and MIS-C in children: a #SARSCoV2 motif (like a bacterial superantigen) that binds T cell receptors https://t.co/Ht7Lx2L3MM Just out @PNASNews by @IvetBahar @ArditiMd and colleagues https://t.co/0mPey6Vsy2,CA,556,686677
1323072889470537728,jeremyfaust,Mon Nov 02 01:22:13 +0000 2020,en,Just so we are clear; I am calling on whoever wins on Tuesday to:  1. Use the Defense Production Act to its fullest to get enough tests for every American; and enough PPE for medical workers.   2. To keep politics out of the CDC.  3. To constitute a *real* Coronavirus task force.,MA,2894,102053
1330979982181609472,GovLarryHogan,Mon Nov 23 21:02:10 +0000 2020,en,Watch today's #COVID19 update live here: https://t.co/nSFdwwtOWU,MD,704,255955
1377355550787133440,nataliexdean,Wed Mar 31 20:22:07 +0000 2021,en,The news about Pfizer's adolescent trial is excellent. As some debate whether we have enough data to reliably estimate vaccine efficacy in this subgroup; some important context is that efficacy was not even the primary outcome of the trial. 1/4 https://t.co/9UWTqn5122,Emory University,830,132117
1385815469110829056,tmprowell,Sat Apr 24 04:38:49 +0000 2021,en,We are at a key moment in this #pandemic in the US.  We need to stop equating #COVID19 #vaccine hesitancy w/ party affiliation. It’s causing #publichealth harm. Please think before you tweet. Comments off for this one. Choose self-reflection; not self-defense. #MedTwitter,USA,7589,60700
1233360463251017728,JohnJHarwood,Fri Feb 28 11:57:03 +0000 2020,en,coronavirus puts Trump at risk of becoming the first president since Carter to seek re-election during a recession  when i asked if aides have warned him; senior WH aide responded: “Such warnings are on TV all the time; so I imagine he's picked that up”  https://t.co/fxJpph4MLs,DC,2221,555657
1272613755298426880,devisridhar,Mon Jun 15 19:35:37 +0000 2020,en,Current thinking on COVID-19: (thread) 1. This virus is too dangerous to let spread through a population unchecked. Not only bc of health services capacity &amp; deaths in elderly/vulnerable groups; but also because of the morbidity it causes. Not the flu but a multi-system disease.,Miami,519,318826
1286395232615927808,EricTopol,Thu Jul 23 20:18:18 +0000 2020,en,Succinct and astute essay on #SARSCoV2 pandemic  modeling to guide the response  https://t.co/ThjWeqvQ8S @ScienceMagazine  by @CJEMetcalf @dylanhmorris @sang_woo_park @Princeton https://t.co/BIvlk9EJGm,CA,556,686677
1287470241962893312,GovLarryHogan,Sun Jul 26 19:30:00 +0000 2020,en,#COVID19 testing is one of our most critical tools in the fight against this pandemic. Today on @CNNSotu; I discussed the significant progress the U.S. has made on testing—but as private labs become more overwhelmed; states across America are taking the lead. https://t.co/1609KteXXw,MD,704,255955
1300924100710285312,DrLeanaWen,Tue Sep 01 22:30:50 +0000 2020,en,Coming up on @CNNSitRoom: @HHS_ASH is speaking about testing backwards.   Please let's stop justifying why we don't need tests. We do. Widespread testing is key to containing #covid19.   We need to ask what is the total # that we need &amp; come up with a strategy to get there.,MD,5002,177524
1304078450400079872,ghn_news,Thu Sep 10 15:25:05 +0000 2020,en,However successful Middle Eastern and North African nations have been in tackling the physical spread of #COVID19; disinformation thrives in the volatile region. https://t.co/JP27W3IOM3,MD USA,2268,16655
1311064888001925120,chrissyfarr,Tue Sep 29 22:06:42 +0000 2020,en,CNBC has a newsletter out to mark a tragic milestone: 1m deaths from Covid-19.   Read reporting here from:  @higginsdunn @BerkeleyJr @lesliejosephs @christinawilkie @foimbert @melissa_repko @laurenthomas @annierpalmer @WillFOIA @sarahwhit10 @Thxamelian  https://t.co/lRsG5np1Ed,CA,2633,87974
1354270387480256512,tmprowell,Wed Jan 27 03:29:56 +0000 2021,en,#Maryland is in 47th place of 50 for % of distributed #COVID19 #vaccine that has been used; having administered just 47.3% of the total supply the state has received. Fellow underachievers include: California; Rhode Island; Virginia; &amp; Kansas. https://t.co/GoyCBWYPYN https://t.co/n9hSW21TZl,USA,7589,60700
1220379482709643264,CarlosdelRio7,Thu Jan 23 16:15:16 +0000 2020,en,You can download for free a prepublication pdf of the report “Opportunities to Improve Opioid Use Disorder and Infectious Disease Services: Integrating Responses to a Dual Epidemic” ⁦@theNASEM⁩  https://t.co/g4BLPOpijJ,GA,1569,56698
1234931579702538240,trvrb,Tue Mar 03 20:00:07 +0000 2020,en,We're looking for full-stack software developers to help our team at @seattleflustudy and @nextstrain conduct real-time #COVID19 outbreak response for the Seattle epidemic. Looking to hire two people ASAP. - https://t.co/vy41c8KadL - https://t.co/scShexCd4O,WA,861,461545
1284504212299120640,KrutikaKuppalli,Sat Jul 18 15:04:03 +0000 2020,en,If 85 babies &lt; 1 years old in #CorpusChristi #Texas with #COVID19 doesn’t make you realize how out of control the pandemic is in our country; I am not sure what will. This is urgent and worse than an emergency. We need to do something NOW to stop this. https://t.co/ksm7H0vomK,Global Citizen ,745,33492
1287806694932783104,Surgeon_General,Mon Jul 27 17:46:57 +0000 2020,en,#COVID19 has led to unprecedented challenges in every facet of life. #MoreThanEverBefore; it's important we prioritize our #MentalHealth.   Check out my recent conversation with @nbacares/@NBA on maintaining well-being during tough times: https://t.co/5V8G8w1jAe,DC,187,1127184
1304752073075023872,Surgeon_General,Sat Sep 12 12:01:49 +0000 2020,en,Do you do the 3️⃣ W’s?   ▪️Wash your hands ▪️Watch your distance (stay 6 feet apart) ▪️#WearAMask   These three habits can help you protect yourself and others from spreading #COVID19. #COVIDStopsWithMe https://t.co/1wcDIBhYrp,DC,187,1127184
1309549366915465216,jeremyfaust,Fri Sep 25 17:44:33 +0000 2020,en,Opioid Usage Surging During Covid-19 Pandemic.   However; this does not; repeat not; provide data that opioid-related deaths are up. (We just don’t know).   OUD deaths were up in Jan and Feb already.   https://t.co/4K9Sc1oxoU via @Brief_19,MA,2894,102053
1338498821979070464,JohnJHarwood,Mon Dec 14 14:59:21 +0000 2020,en,the most effective economic policy of Trump’s term was joining Congress to open fiscal spigots after covid hit  damage would’ve been far more severe without it  but his failure to control pandemic has deepened the fallout; now threatening renewed recession https://t.co/Ow69pvdOBp,DC,2221,555657
1347573507740160000,EricTopol,Fri Jan 08 15:58:55 +0000 2021,en,Reducing deaths from covid-19 with IL-6 blockers used for rheumatoid arthritis https://t.co/3lvEY9DHh6 https://t.co/W3jhPNQs6h https://t.co/1JyPKNwIL2,CA,556,686677
1373331521759756288,michaelmina_lab,Sat Mar 20 17:52:04 +0000 2021,en,Schools across US are figuring out own paths to use frequent testing (rapid or PcR pooling) to successfully keep schools running. New guidance on frequent testing from @CDCgov @CDCDirector will surely help smooth this process and $12B from @JoeBiden admin  https://t.co/qw58nw5SSt,MA,998,226426
1246107875094810624,NACCHOalerts,Fri Apr 03 16:10:43 +0000 2020,en,LISTEN: The Local and State Health Department Perspective on the COVID-19 Outbreak https://t.co/GhQPngQrV0,DC,3522,28576
1292817092476129280,Surgeon_General,Mon Aug 10 13:36:28 +0000 2020,en,Because #COVID19 can spread from people to animals through close contact; be sure to take steps to keep your pet safe from #COVID19.  Check out @CDCgov's tips here: https://t.co/cYDLNmmUFc https://t.co/MVCLyfWULE,DC,187,1127184
1313733782235680768,devisridhar,Wed Oct 07 06:51:56 +0000 2020,en,Top German scientists: 1. Herd immunity not possible bc immunity too short.  2. Not feasible to go 'shield vulnerable' approach bc impossible to fully identify &amp; isolate them. 3. Potential serious; long-term damage to young/healthy also from this virus. https://t.co/ETW50WYHAK,Miami,519,318826
1325801471699546112,DrLeanaWen,Mon Nov 09 14:04:37 +0000 2020,en,Thrilled to see this list of exceptional scientists advising @Transition46 on #covid19! Public health is finally leading this public health crisis; and I hope they speak to the public on critical actions we must take to slow the rampant spread underway.  https://t.co/sxmru0ftqe,MD,5002,177524
